ProductID,ProductName,SupplierID,Price,Category,PriceSegment
38,Brand Clicks-And-Mortar Portals,21,777369.0,Books,Premium
39,Monetize World-Class Deliverables,32,3047903.0,Sports,Luxury
40,Facilitate Distributed Markets,83,1787060.0,Books,Premium
41,Harness Compelling Partnerships,65,4720662.0,Books,Luxury
42,Syndicate Sticky Functionalities,1,1615719.0,Sports,Premium
43,Reinvent Compelling Synergies,52,1535449.0,Furniture,Premium
44,Harness User-Centric Bandwidth,45,337548.0,Electronics,Mid
45,Morph 24/7 E-Business,98,75651.0,Sports,Budget
46,Syndicate Dynamic E-Commerce,51,4840678.0,Electronics,Luxury
47,Morph Front-End Schemas,21,3366267.0,Food,Luxury
48,Scale Global E-Tailers,19,2570615.0,Clothing,Luxury
49,Transition Impactful Info-Mediaries,3,385056.0,Food,Mid
50,Visualize One-To-One E-Business,14,2560374.0,Books,Luxury
51,Strategize Intuitive Web Services,51,4009809.0,Furniture,Luxury
52,Re-Contextualize Dynamic Experiences,3,1742110.0,Clothing,Premium
53,Leverage Ubiquitous Architectures,26,3919195.0,Food,Luxury
54,Benchmark Killer Paradigms,96,1976399.0,Clothing,Premium
55,Seize Efficient Communities,6,3636551.0,Food,Luxury
56,Grow Open-Source Applications,25,3977906.0,Sports,Luxury
57,Harness Sticky Web-Readiness,83,1536718.0,Food,Premium
58,Benchmark Seamless Bandwidth,91,847772.0,Books,Premium
59,Re-Intermediate Synergistic Convergence,48,1680727.0,Books,Premium
60,Drive Mission-Critical Web-Readiness,47,2247267.0,Sports,Luxury
61,Synthesize Seamless Paradigms,68,4169218.0,Books,Luxury
62,Expedite Seamless Roi,89,990906.0,Furniture,Premium
63,Seize Web-Enabled Solutions,46,2305230.0,Electronics,Luxury
64,Unleash End-To-End Methodologies,12,2718029.0,Furniture,Luxury
65,Integrate Proactive Interfaces,12,3093882.0,Clothing,Luxury
66,Leverage Revolutionary Technologies,77,3055760.0,Sports,Luxury
67,Disintermediate Cutting-Edge Roi,6,4758451.0,Furniture,Luxury
68,Matrix Customized Platforms,74,3231462.0,Furniture,Luxury
69,Morph Robust E-Markets,27,4911943.0,Sports,Luxury
70,Utilize Next-Generation Schemas,55,2454729.0,Food,Luxury
71,Maximize Virtual Users,68,4856105.0,Electronics,Luxury
72,Strategize Clicks-And-Mortar Methodologies,51,3178692.0,Books,Luxury
73,Utilize Scalable Synergies,74,4415496.0,Furniture,Luxury
74,Unleash Global Initiatives,26,1747143.0,Furniture,Premium
75,Maximize Cutting-Edge Paradigms,63,3371101.0,Electronics,Luxury
76,Maximize B2B Platforms,28,3689306.0,Clothing,Luxury
77,Brand Innovative Portals,26,3947448.0,Furniture,Luxury
78,Leverage Visionary Experiences,50,4835083.0,Clothing,Luxury
79,Syndicate Rich Initiatives,65,3095691.0,Clothing,Luxury
80,Cultivate Web-Enabled Info-Mediaries,74,1340100.0,Sports,Premium
81,Incentivize Frictionless Experiences,89,182491.0,Clothing,Mid
82,Extend 24/365 Web Services,85,4833637.0,Electronics,Luxury
83,Unleash Viral Paradigms,12,1243906.0,Clothing,Premium
84,Grow Dynamic Communities,29,3871750.0,Sports,Luxury
85,Benchmark Cutting-Edge Mindshare,73,1090596.0,Furniture,Premium
86,Orchestrate Best-Of-Breed Info-Mediaries,32,759049.0,Sports,Premium
87,Transition Next-Generation Vortals,31,4526255.0,Sports,Luxury
88,Drive Front-End E-Services,4,4885423.0,Electronics,Luxury
89,Facilitate Rich Paradigms,27,786939.0,Sports,Premium
90,Drive Collaborative Experiences,90,1525614.0,Electronics,Premium
91,Innovate Global Bandwidth,37,4237764.0,Sports,Luxury
92,Unleash Innovative E-Business,23,1179485.0,Furniture,Premium
93,Implement 24/365 Systems,61,888966.0,Clothing,Premium
94,Morph Web-Enabled Convergence,99,323568.0,Electronics,Mid
95,Optimize Customized E-Commerce,28,3450973.0,Clothing,Luxury
96,Orchestrate Magnetic Eyeballs,21,3527183.0,Books,Luxury
97,Drive Strategic Convergence,40,4388974.0,Electronics,Luxury
98,Envisioneer Bleeding-Edge Deliverables,60,865610.0,Clothing,Premium
99,Synthesize Enterprise Synergies,73,2623424.0,Clothing,Luxury
100,Unleash Magnetic Action-Items,13,2635385.0,Clothing,Luxury
101,Extend Customized E-Tailers,65,3607794.0,Books,Luxury
102,Strategize Customized Schemas,10,2532168.0,Food,Luxury
103,Strategize Web-Enabled Action-Items,53,4364641.0,Sports,Luxury
104,Enhance Visionary Content,12,1723555.0,Electronics,Premium
105,Streamline E-Business Convergence,87,2231042.0,Furniture,Luxury
106,Streamline Turn-Key E-Commerce,70,691100.0,Furniture,Premium
107,Target Vertical E-Markets,86,1790576.0,Books,Premium
108,Generate Value-Added Convergence,100,4005104.0,Clothing,Luxury
109,Incubate World-Class Systems,69,1491512.0,Food,Premium
110,Matrix 24/7 Metrics,3,2637100.0,Sports,Luxury
111,Optimize Dynamic Web Services,78,714690.0,Books,Premium
112,Harness Customized E-Markets,74,2569074.0,Books,Luxury
113,Brand Mission-Critical Niches,87,2572019.0,Books,Luxury
114,Whiteboard Enterprise Channels,42,634847.0,Food,Premium
115,Embrace Strategic Users,81,3147817.0,Food,Luxury
116,Cultivate 24/7 Communities,45,2899366.0,Sports,Luxury
117,Incubate Innovative Vortals,68,743130.0,Electronics,Premium
118,Incentivize Seamless Technologies,17,671377.0,Electronics,Premium
119,Unleash Holistic Solutions,95,685021.0,Electronics,Premium
120,Generate Collaborative Action-Items,87,246751.0,Furniture,Mid
121,Evolve Efficient Metrics,92,2821767.0,Electronics,Luxury
122,Empower Robust Relationships,31,4494548.0,Books,Luxury
123,Utilize Open-Source Mindshare,71,118769.0,Books,Mid
124,Extend Global Applications,3,2413030.0,Books,Luxury
125,Morph Holistic Interfaces,38,2953248.0,Clothing,Luxury
126,Enable Impactful Communities,71,3113420.0,Electronics,Luxury
127,Extend Magnetic Schemas,80,2955040.0,Furniture,Luxury
128,Seize Value-Added Bandwidth,11,2667029.0,Sports,Luxury
129,Synthesize Customized E-Markets,57,4625272.0,Furniture,Luxury
130,Leverage Rich Paradigms,82,4103533.0,Electronics,Luxury
131,Harness B2B Portals,21,1342107.0,Clothing,Premium
132,Streamline Compelling Communities,78,2485739.0,Electronics,Luxury
133,E-Enable Sticky Relationships,6,2459393.0,Furniture,Luxury
134,Matrix Revolutionary Applications,38,3693088.0,Electronics,Luxury
135,Engage Bricks-And-Clicks E-Markets,25,657983.0,Furniture,Premium
136,Expedite Mission-Critical Web-Readiness,85,2143228.0,Electronics,Luxury
137,Enable Web-Enabled E-Markets,9,1377193.0,Books,Premium
138,Empower Enterprise Architectures,38,3818568.0,Food,Luxury
139,Architect Innovative Systems,90,2733116.0,Electronics,Luxury
140,Generate 24/365 Eyeballs,5,3585017.0,Food,Luxury
141,Innovate Vertical Markets,19,3236589.0,Electronics,Luxury
142,Maximize Proactive Action-Items,45,4472616.0,Books,Luxury
143,Facilitate Granular Channels,75,847396.0,Electronics,Premium
144,Integrate Bleeding-Edge Partnerships,36,137160.0,Electronics,Mid
145,Incentivize B2B Roi,19,3673582.0,Electronics,Luxury
146,Expedite 24/7 Portals,91,3180496.0,Sports,Luxury
147,Disintermediate Cutting-Edge Info-Mediaries,49,2996522.0,Electronics,Luxury
148,Unleash Distributed Web-Readiness,55,1479415.0,Electronics,Premium
149,Incubate Collaborative Vortals,74,3196957.0,Books,Luxury
150,Drive Collaborative Communities,87,4389609.0,Electronics,Luxury
151,Synthesize Distributed Systems,68,2747238.0,Clothing,Luxury
152,Repurpose Open-Source Paradigms,50,3652325.0,Sports,Luxury
153,Repurpose Turn-Key Relationships,29,317930.0,Sports,Mid
154,Maximize E-Business Models,27,2136829.0,Clothing,Luxury
155,Benchmark Virtual Users,28,1399640.0,Clothing,Premium
156,Target End-To-End Web Services,69,3786520.0,Food,Luxury
157,Cultivate Integrated Portals,96,2289674.0,Books,Luxury
158,Synergize Viral Platforms,60,970820.0,Food,Premium
159,Productize User-Centric Portals,63,1160678.0,Clothing,Premium
160,Engage Collaborative Bandwidth,86,2078238.0,Furniture,Luxury
161,Innovate Proactive Web-Readiness,5,2346911.0,Books,Luxury
162,Syndicate Best-Of-Breed Communities,71,4333336.0,Electronics,Luxury
163,Disintermediate Viral Convergence,37,703322.0,Electronics,Premium
164,Enable Distributed Partnerships,49,4960308.0,Clothing,Luxury
165,Disintermediate Innovative Experiences,45,779806.0,Sports,Premium
166,Seize Virtual Vortals,88,2790495.0,Food,Luxury
167,Transform Cross-Platform Web-Readiness,30,1855290.0,Furniture,Premium
168,Synthesize Virtual E-Markets,36,1833361.0,Furniture,Premium
169,Cultivate Scalable Applications,41,2367734.0,Books,Luxury
170,Re-Intermediate Best-Of-Breed Info-Mediaries,18,4386959.0,Electronics,Luxury
171,Aggregate Synergistic Partnerships,67,126080.0,Food,Mid
172,Seize Virtual Functionalities,79,3703438.0,Sports,Luxury
173,Utilize User-Centric E-Markets,80,1899142.0,Furniture,Premium
174,Expedite Sticky Users,9,2422590.0,Food,Luxury
175,Engage Robust Initiatives,59,1068554.0,Electronics,Premium
176,Synergize Integrated Convergence,14,344199.0,Furniture,Mid
177,Strategize Back-End Synergies,64,459472.0,Sports,Mid
178,Whiteboard Next-Generation Platforms,63,4649642.0,Electronics,Luxury
179,Streamline Value-Added Schemas,7,3490843.0,Food,Luxury
180,E-Enable Collaborative Technologies,86,1479696.0,Food,Premium
181,Orchestrate End-To-End Markets,83,4387483.0,Electronics,Luxury
182,Brand Rich Action-Items,93,880929.0,Books,Premium
183,Seize Innovative Methodologies,64,781879.0,Electronics,Premium
184,Deploy Extensible Infrastructures,5,593436.0,Food,Premium
185,Disintermediate Strategic Deliverables,89,1288563.0,Clothing,Premium
186,Visualize Revolutionary Partnerships,89,3999637.0,Sports,Luxury
187,Maximize Bleeding-Edge Bandwidth,64,3569128.0,Furniture,Luxury
188,Embrace Rich Experiences,46,2572472.0,Electronics,Luxury
189,Envisioneer Synergistic Content,50,1471121.0,Electronics,Premium
190,Streamline Clicks-And-Mortar Interfaces,25,3992687.0,Books,Luxury
191,Envisioneer Back-End E-Services,24,4291456.0,Books,Luxury
192,Re-Contextualize Open-Source Applications,8,3993743.0,Books,Luxury
193,Disintermediate Bricks-And-Clicks Partnerships,67,2194444.0,Food,Luxury
194,Implement Collaborative Action-Items,35,1587538.0,Books,Premium
195,Leverage World-Class Vortals,57,2233973.0,Food,Luxury
196,Repurpose Innovative E-Services,5,1569395.0,Electronics,Premium
197,Scale Plug-And-Play E-Services,86,3900531.0,Electronics,Luxury
198,Orchestrate Leading-Edge Schemas,33,976713.0,Sports,Premium
199,Utilize Impactful Deliverables,35,3879546.0,Clothing,Luxury
200,Maximize Open-Source Mindshare,81,3116858.0,Sports,Luxury
201,Architect Viral Metrics,70,125289.0,Furniture,Mid
202,Strategize Revolutionary E-Markets,63,2205332.0,Sports,Luxury
203,Benchmark Proactive Systems,68,894324.0,Furniture,Premium
204,Strategize Ubiquitous Technologies,91,1122750.0,Furniture,Premium
205,Exploit Next-Generation E-Services,84,1518571.0,Books,Premium
206,Expedite Viral E-Services,10,4586190.0,Sports,Luxury
207,Benchmark Collaborative Bandwidth,9,2792865.0,Electronics,Luxury
208,Engage Dot-Com E-Commerce,80,1388309.0,Furniture,Premium
209,Evolve Visionary Content,37,495069.0,Food,Mid
210,Maximize Robust Convergence,29,577073.0,Electronics,Premium
211,Optimize Proactive Systems,4,3031091.0,Books,Luxury
212,Reinvent Distributed E-Commerce,8,2643872.0,Books,Luxury
213,Repurpose Cutting-Edge Interfaces,90,2265128.0,Sports,Luxury
214,Leverage Global Niches,51,2961852.0,Furniture,Luxury
215,Scale Impactful Deliverables,3,2208590.0,Furniture,Luxury
216,Whiteboard Killer Convergence,76,4543974.0,Clothing,Luxury
217,Deliver Wireless Metrics,53,2653656.0,Clothing,Luxury
218,Target Impactful Deliverables,59,3959248.0,Books,Luxury
219,Matrix Vertical Systems,54,486070.0,Books,Mid
220,Generate Killer Mindshare,80,3857644.0,Sports,Luxury
221,Innovate Scalable Action-Items,45,1695355.0,Furniture,Premium
222,Enable Customized Architectures,67,3622406.0,Furniture,Luxury
223,Revolutionize Out-Of-The-Box Action-Items,47,504731.0,Clothing,Premium
224,E-Enable Robust Communities,59,2740788.0,Books,Luxury
225,Transform Proactive Markets,37,513872.0,Electronics,Premium
226,Evolve Rich Experiences,11,2358501.0,Electronics,Luxury
227,Monetize Strategic E-Business,76,2589331.0,Food,Luxury
228,Envisioneer Collaborative Applications,89,2628005.0,Food,Luxury
229,Streamline Viral Synergies,62,2467740.0,Furniture,Luxury
230,E-Enable Intuitive Content,4,3042267.0,Food,Luxury
231,Reinvent Frictionless Supply-Chains,42,4641619.0,Sports,Luxury
232,Brand Viral Roi,44,2272024.0,Clothing,Luxury
233,Monetize Cross-Media Users,7,2114240.0,Books,Luxury
234,Evolve Turn-Key Interfaces,36,880582.0,Electronics,Premium
235,Mesh Proactive Relationships,76,4846436.0,Clothing,Luxury
236,Innovate Compelling Content,89,2494987.0,Clothing,Luxury
237,Engineer E-Business Technologies,62,1180117.0,Sports,Premium
238,Enhance E-Business Architectures,37,387490.0,Clothing,Mid
239,Cultivate Interactive E-Tailers,96,3468887.0,Furniture,Luxury
240,Streamline Extensible E-Commerce,14,4287593.0,Electronics,Luxury
241,Drive One-To-One Portals,89,3049683.0,Food,Luxury
242,Reinvent Real-Time Architectures,86,2320222.0,Sports,Luxury
243,Streamline Turn-Key Supply-Chains,62,1815935.0,Electronics,Premium
244,Generate Holistic E-Commerce,54,3379011.0,Electronics,Luxury
245,Deploy Web-Enabled Convergence,92,4415073.0,Books,Luxury
246,Matrix Back-End E-Commerce,25,2181026.0,Furniture,Luxury
247,Synthesize Scalable Methodologies,57,4396906.0,Books,Luxury
248,Syndicate Efficient Relationships,15,965399.0,Food,Premium
249,Syndicate E-Business Systems,49,3122492.0,Clothing,Luxury
250,Productize Magnetic Functionalities,30,897912.0,Furniture,Premium
251,Incubate Cross-Platform Platforms,85,4311511.0,Electronics,Luxury
252,Evolve Revolutionary Web-Readiness,15,3972441.0,Books,Luxury
253,Incentivize Sticky Niches,42,3940660.0,Furniture,Luxury
254,Syndicate Distributed E-Business,13,4766908.0,Sports,Luxury
255,Brand Distributed Models,94,2376543.0,Books,Luxury
256,Incentivize Customized E-Services,4,1604978.0,Clothing,Premium
257,Embrace Intuitive E-Commerce,6,741647.0,Electronics,Premium
258,Deliver Killer Info-Mediaries,95,130316.0,Food,Mid
259,Matrix Back-End Initiatives,92,1927608.0,Furniture,Premium
260,Revolutionize Frictionless Web Services,68,1123298.0,Clothing,Premium
261,Exploit Back-End Markets,39,1904074.0,Sports,Premium
262,Maximize Customized Deliverables,59,4958167.0,Books,Luxury
263,Transition Magnetic E-Tailers,21,4010144.0,Books,Luxury
264,Scale 24/365 Users,25,3129219.0,Clothing,Luxury
265,Incubate Magnetic E-Business,93,3360714.0,Food,Luxury
266,Reinvent Mission-Critical Systems,27,995569.0,Clothing,Premium
267,Drive Wireless Models,76,4911825.0,Clothing,Luxury
268,Reinvent One-To-One Synergies,16,3320743.0,Furniture,Luxury
269,Unleash Plug-And-Play Markets,87,3813632.0,Clothing,Luxury
270,Revolutionize Open-Source Interfaces,87,2470309.0,Food,Luxury
271,Transition Holistic Partnerships,45,915859.0,Sports,Premium
272,Embrace 24/7 Architectures,96,3981840.0,Food,Luxury
273,Evolve Enterprise Experiences,13,1507805.0,Food,Premium
274,Grow Cutting-Edge Technologies,6,3753351.0,Sports,Luxury
275,Deliver Frictionless Niches,62,3127081.0,Electronics,Luxury
276,Scale Dot-Com Web Services,14,3945660.0,Electronics,Luxury
277,Maximize Dynamic Content,97,4172609.0,Clothing,Luxury
278,Productize Dot-Com Deliverables,56,4637673.0,Furniture,Luxury
279,Generate B2C Web-Readiness,46,90059.0,Food,Budget
280,Mesh Leading-Edge E-Commerce,90,907098.0,Furniture,Premium
281,Strategize World-Class Content,70,3739445.0,Books,Luxury
282,Utilize Frictionless Interfaces,37,1374856.0,Books,Premium
283,Evolve Cross-Platform Mindshare,28,776638.0,Food,Premium
284,Re-Intermediate Mission-Critical E-Markets,99,2441349.0,Sports,Luxury
285,Scale E-Business Web-Readiness,18,55435.0,Clothing,Budget
286,Transform Dynamic Models,89,4441679.0,Clothing,Luxury
287,Utilize Back-End Interfaces,65,513792.0,Furniture,Premium
288,Cultivate 24/365 E-Services,12,2094879.0,Sports,Luxury
289,Synergize Ubiquitous Info-Mediaries,22,2432298.0,Electronics,Luxury
290,Enhance End-To-End Eyeballs,15,2602570.0,Sports,Luxury
291,Extend Value-Added Info-Mediaries,20,227815.0,Food,Mid
292,Disintermediate Strategic E-Markets,63,2722528.0,Clothing,Luxury
293,Disintermediate E-Business Channels,60,2952144.0,Clothing,Luxury
294,E-Enable Strategic Functionalities,81,4311752.0,Clothing,Luxury
295,Evolve Value-Added Users,19,2111395.0,Electronics,Luxury
296,Target Proactive Relationships,100,1190597.0,Clothing,Premium
297,Incentivize Leading-Edge Bandwidth,92,2345536.0,Electronics,Luxury
298,Redefine Wireless Portals,41,2718140.0,Clothing,Luxury
299,Streamline Rich Communities,6,1639827.0,Clothing,Premium
300,E-Enable B2B Initiatives,6,3143276.0,Electronics,Luxury
